ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
HP Galaxy 1007,34.3809059,88.98964792,29.19351061,14.07819215,71.33741012,1598,Memory Leak
HP Vaio 3218,74.15805544,48.87031873,44.06574181,15.8441372,20.70245163,3656,Disk Failure
HP Pavilion 9989,89.80778832,88.47298763,76.44524073,19.42897442,87.60115137,3256,No Problem
HP ThinkPad 7752,62.06897954,97.45847316,80.72134162,18.85145788,73.82400996,3207,No Problem
HP Surface 3367,36.59505215,91.31292496,47.26148119,10.87367628,80.84220715,4453,Disk Failure
HP MacBook 8795,24.00943709,50.27067399,70.61402116,16.83800964,73.17340248,1146,Disk Failure
HP Galaxy 8416,79.67644901,15.73345604,77.85048515,11.17943031,28.317642,2843,No Problem
HP Vaio 9835,35.8536964,55.26447959,79.36581071,10.36568244,59.3393492,4497,No Problem
HP Aspire 8414,22.21317432,51.81122114,92.10080109,16.47946645,76.09755614,2068,Memory Leak
HP Inspiron 6151,58.52261824,43.45372554,29.15632493,15.10869092,59.77671896,2793,No Problem
HP Galaxy 5668,33.71685348,88.68602723,52.42164593,12.38044807,17.15999814,2955,Power Issue
HP Vaio 7310,4.028730924,52.57538563,96.79576366,10.29929651,54.70350896,3562,Power Issue
HP ThinkPad 4411,39.7222463,86.87911442,48.71579257,18.77347103,99.08725975,1018,Overheating
HP Aspire 8353,15.36150599,96.52706619,67.49771662,12.14719186,58.29543706,1846,Memory Leak
HP ZenBook 9096,69.16307624,93.77899044,87.177757,19.90112449,37.3207233,4920,Disk Failure
HP Surface 2153,96.40777685,61.43310894,48.97774907,17.2930424,65.52447919,4352,Memory Leak
HP Galaxy 5353,76.03435949,38.57953009,66.73740258,14.29149632,78.36227244,3880,Overheating
HP Inspiron 5891,49.61551207,78.96619005,90.60190424,11.5923853,79.32399062,1719,Memory Leak
HP ZenBook 7532,38.56483659,20.37065791,45.19645307,15.00129644,5.878697188,1946,Power Issue
HP Aspire 5248,48.48265709,88.32153277,79.84409182,18.16491553,41.20653082,4026,No Problem
HP Vaio 7442,57.4497721,34.65404316,42.09367253,18.81026617,29.06530743,1457,Overheating
HP Satellite 5929,55.15812153,25.65431338,24.55418686,14.31711344,58.87514658,1343,Memory Leak
HP Inspiron 1415,38.40827719,74.2483425,99.96248626,19.7453022,71.75860972,4638,Power Issue
HP Galaxy 5148,28.58687319,82.78037049,52.11465341,12.75961232,44.27575986,3722,Power Issue
HP Inspiron 3521,77.4902371,70.74359549,23.93019524,15.91329682,81.50349265,3614,Memory Leak
HP Galaxy 3462,77.70100699,99.37471223,54.65723437,12.47373799,85.42216153,2835,Power Issue
HP Inspiron 7796,53.52034851,59.78772623,44.56665999,16.20667618,7.733291388,1847,Memory Leak
HP ThinkPad 9337,61.98873721,80.93335026,22.91728898,11.00148141,6.118634778,4436,Disk Failure
HP ZenBook 5238,99.23713825,14.57275192,76.15929449,16.92289783,7.318405166,3239,Disk Failure
HP MacBook 7438,31.03309538,48.65375152,57.06521753,17.58456953,11.37213384,3653,Disk Failure
HP ZenBook 4118,10.2324959,78.67623103,84.19789258,18.32134699,70.13001622,1722,Disk Failure
HP Inspiron 3038,65.18350216,69.7220978,26.26711814,16.40805703,14.10818782,1774,Overheating
HP Surface 4688,54.7277901,81.67231289,35.08768745,14.28199238,4.145267083,3167,Memory Leak
HP Vaio 9819,42.73047898,88.56993086,69.99280695,14.65827795,3.675310302,3299,Overheating
HP ZenBook 5096,92.66239318,55.66149456,52.80514408,16.1903224,75.79350617,1135,Power Issue
HP Aspire 4959,36.76493502,26.15690299,82.38285756,15.54798345,31.29848453,2265,No Problem
HP Inspiron 6581,11.17393176,70.77668751,63.44560896,11.46945505,44.0835105,3729,Overheating
HP ThinkPad 2983,76.89679496,55.68121563,81.12893999,10.59696539,70.59466792,2955,Memory Leak
HP ZenBook 7606,57.1197786,33.28774926,87.70718129,11.79118485,73.37470508,1813,Power Issue
HP Pavilion 4165,6.585742065,27.68734719,88.74471485,17.63948397,9.919557269,3595,No Problem
HP Inspiron 3505,53.03103595,76.3201677,27.49975524,18.08214008,72.93469173,2798,No Problem
HP Pavilion 2802,54.30259746,38.98231839,26.44504186,19.10863249,23.72101247,2379,No Problem
HP ZenBook 8676,95.89530244,75.9793972,87.41352609,11.19490864,30.10147976,3300,Overheating
HP ZenBook 3242,44.88324416,85.85869574,32.53977823,12.0044761,10.44203191,2165,No Problem
HP Galaxy 7568,83.12469951,81.59606865,93.24782758,15.84702633,23.73942623,2057,No Problem
HP MacBook 5731,23.5613345,43.44075493,43.64194818,15.96400757,57.23602352,4008,Overheating
HP Vaio 7320,97.34076785,89.38588946,49.25879485,12.20519976,94.18525663,2095,No Problem
HP Vaio 3795,55.48462563,94.82320245,86.30285359,17.81049274,58.09941559,2884,Overheating
HP Inspiron 7452,11.44810845,14.65563024,63.07443816,17.04826982,54.37758215,3730,Disk Failure
HP Vaio 6828,52.76344906,40.8865008,98.64854217,15.3536339,48.56331971,3637,No Problem
HP Surface 4052,73.67533718,93.56386323,64.03817052,10.26228882,80.83580281,1358,Power Issue
HP MacBook 1091,17.30394811,78.88896011,94.54983165,16.12704088,77.10229577,3909,Memory Leak
HP Satellite 3879,81.19443375,14.06678625,32.64211009,12.86015248,84.69937254,2286,Disk Failure
HP Vaio 4188,79.85840674,29.79954027,75.8474988,19.11280159,85.8125957,4566,Power Issue
HP Aspire 5002,24.01878522,79.8154032,23.77400473,13.23215912,70.19379695,3538,Overheating
HP Inspiron 3016,24.9503671,42.52341162,62.71248711,18.91823349,19.73233733,4623,No Problem
HP Inspiron 1670,43.88663215,37.72924346,39.09054161,16.25617089,65.25436248,3350,Overheating
HP Inspiron 9850,2.3636213,74.75855919,59.91755837,14.12518859,59.26220108,2111,Memory Leak
HP Surface 9607,0.769797983,37.51267504,47.86170316,14.6111381,50.0096748,1200,No Problem
HP ThinkPad 9428,7.152049003,63.20390338,49.21287645,19.69928488,56.84963891,2498,Disk Failure
HP MacBook 1559,76.73841703,3.508990826,34.16334168,13.64499761,31.56835815,1659,No Problem
HP ThinkPad 4063,78.19909312,3.853936836,90.71234169,15.65698275,29.53757323,2943,Disk Failure
HP ZenBook 7464,4.952938151,51.18773118,61.9664537,14.37981975,34.69301188,3058,Disk Failure
HP Inspiron 6560,17.83998394,40.51616092,96.24160612,18.08036162,62.44030451,1521,Disk Failure
HP Satellite 3373,9.85539517,69.89808359,28.43998156,16.73051558,17.19432644,3565,Disk Failure
HP Pavilion 5437,63.6868914,80.36489752,49.4398593,14.91573956,56.22279896,3217,Overheating
HP ThinkPad 7458,79.72800982,51.38362303,44.18560583,19.836639,84.54171318,2047,Overheating
HP ZenBook 8188,64.03210945,0.427590519,25.50848446,13.06923531,67.02792323,4019,Overheating
HP Pavilion 5844,98.43388605,38.38471539,55.96515035,18.97107007,5.144831757,2675,Overheating
HP MacBook 7641,49.17423911,13.16026833,60.91381113,12.39652067,79.99733103,4364,Overheating
HP Vaio 7708,51.23216857,65.06035169,29.65295346,13.40904491,90.48925913,4133,Memory Leak
HP MacBook 6793,92.93633394,46.74946598,55.98654559,15.66288248,92.62151141,2476,Overheating
HP ThinkPad 7400,52.68373923,52.72949062,66.86009813,11.22742943,83.41141891,2869,No Problem
HP Aspire 4955,63.39345157,69.43555201,94.81208358,18.85460195,89.03647761,4967,No Problem
HP Surface 9229,0.516105978,29.84458646,39.81115028,13.81759008,50.27697845,3028,Power Issue
HP ThinkPad 5706,60.39818747,48.30364284,26.82926771,19.72678445,39.12219475,3671,No Problem
HP Vaio 8988,48.47282728,57.59500142,84.57941784,14.12605262,29.36687173,2077,Overheating
HP Inspiron 5350,45.24668592,31.23980098,97.42925942,18.04773369,3.113642769,1192,No Problem
HP MacBook 2724,51.26573483,91.29722051,69.71283691,10.92635051,80.81408042,1042,Overheating
HP Inspiron 9534,70.06229878,53.96155885,99.53299763,14.13289327,18.22168655,3566,Disk Failure
HP Aspire 2724,46.28291467,14.37566919,53.48095348,13.97335852,42.65655129,1554,Overheating
HP Satellite 8135,86.32942851,0.267611377,78.1738472,12.7852187,75.09695446,2854,Power Issue
HP Galaxy 4043,2.102036592,76.80674076,87.49615307,14.24600164,17.97313546,1032,Power Issue
HP Aspire 9245,93.54927851,95.21553509,28.7242411,14.96195153,75.04688129,3235,Memory Leak
HP Surface 4588,85.39491902,82.018299,28.40954665,18.80186079,77.49406885,3674,Memory Leak
HP Galaxy 6511,77.11480852,88.41849616,77.51671417,18.73364982,9.650062813,4402,Disk Failure
HP Aspire 6661,26.54802216,29.45080643,28.35777685,17.09919651,0.196303112,2587,Power Issue
HP Surface 2858,48.32398444,54.78300814,46.43414287,12.1888299,15.12105536,3445,Overheating
HP Inspiron 3119,64.82197883,86.33648941,85.82412087,15.04405159,71.68366819,1115,Power Issue
HP ZenBook 1591,56.9854569,30.74692503,24.35724757,12.50515778,39.15897141,2099,No Problem
HP MacBook 5243,90.87884465,83.7323829,58.60937401,18.80371031,89.92893281,3414,Power Issue
HP Galaxy 9456,9.577199906,67.13215825,99.42709833,13.15352766,60.28662155,3303,Overheating
HP ZenBook 8533,97.20020526,59.37037427,61.58872487,17.26765591,9.381826238,3900,No Problem
HP Pavilion 4354,85.91341039,60.05262146,34.34028257,16.01762148,18.26149497,1543,Disk Failure
HP Vaio 1083,26.63959486,74.92006344,28.87911232,10.10141439,20.62766687,1869,Power Issue
HP Inspiron 9905,38.1966427,3.452900265,89.84408788,15.08799123,29.6740785,3253,No Problem
HP Galaxy 9189,66.70584837,18.07809592,37.16939615,13.01605729,48.30424109,1509,Power Issue
HP Surface 4889,2.074439377,79.84177481,63.49510644,11.201575,66.07664719,3689,Disk Failure
HP Aspire 6170,22.48932843,51.41491253,72.89847818,16.5838663,71.61065742,2855,Overheating
HP MacBook 6180,42.52419831,77.17861392,31.72807533,17.62066645,88.76047216,3382,Overheating
HP ThinkPad 4121,78.99459543,73.41313644,68.4210797,18.85032577,8.784521881,1572,Memory Leak
HP Surface 1234,68.57448075,69.06022882,48.70128768,16.20904167,17.34132354,3613,Disk Failure
HP MacBook 8963,32.09223203,92.3250686,96.42658363,18.07059359,21.80288643,2336,Power Issue
HP Aspire 7470,41.80265835,75.79857757,26.51000415,17.04138506,90.13513747,4480,Disk Failure
HP ZenBook 9370,30.20177894,60.33545335,31.4100382,18.61607638,80.84883134,1839,Overheating
HP MacBook 1448,22.46298036,49.07281671,70.64687338,10.29367436,92.3726138,2225,Disk Failure
HP Surface 8097,93.45907366,55.3906398,74.56000791,19.88422301,71.56953792,3246,Overheating
HP Aspire 1200,50.67720283,60.14437936,93.61676707,10.2469483,64.96377306,3305,Disk Failure
HP Aspire 7818,77.99506226,69.37014265,69.80413781,12.23056558,24.29993849,2385,No Problem
HP Satellite 3361,39.86270062,96.28875023,97.65841559,16.90587975,35.14167569,2731,Memory Leak
HP Inspiron 9199,30.44940979,89.69036978,52.82429126,18.70730481,30.51711542,3461,Overheating
HP Inspiron 9098,98.51008905,66.66046017,94.83884749,11.00363109,25.86398027,4514,No Problem
HP Vaio 2802,90.65646445,11.3128314,65.35107197,10.07710784,69.55054442,1865,Overheating
HP Surface 6140,31.29657617,29.80350358,33.7062504,17.41328392,8.946523948,4032,Overheating
HP ZenBook 6641,86.34752972,3.522928789,63.79354864,19.76306587,11.5447389,3243,Memory Leak
HP Satellite 2597,78.2742402,16.7312875,93.89571741,14.03955022,87.96587522,3159,Memory Leak
HP Galaxy 1593,3.015405497,3.187983942,68.11194626,11.09853861,52.76156336,3056,Disk Failure
HP Satellite 6647,10.29066117,85.93400194,97.14439017,16.43074879,2.533461387,1613,Power Issue
HP Surface 9198,54.28135765,39.53272355,41.21126564,10.91928895,7.049180804,1533,Disk Failure
HP Surface 7829,59.38383651,24.9521843,49.70936106,11.63728936,88.3676676,1105,Disk Failure
HP Surface 2289,46.38573687,75.24173102,21.16691603,14.39410761,65.18261255,3190,Power Issue
HP Satellite 2395,3.678866399,66.90872032,35.90101708,11.93293442,88.25579548,4995,Overheating
HP Aspire 8343,50.52968478,77.95316163,40.53664788,18.39360646,93.0534649,2955,No Problem
HP Galaxy 4255,83.46189592,68.69832597,35.00024209,13.1898093,1.970438897,3334,Disk Failure
Lenovo Pavilion 7221,39.20779311,99.77464747,79.18558873,11.24676187,7.769247076,1808,Memory Leak
Lenovo ZenBook 2655,33.1626942,50.3758495,70.71066092,12.24313906,94.62995067,1583,Disk Failure
Lenovo MacBook 4403,58.42156419,19.63547909,30.8414409,18.67101573,45.22894411,3938,Memory Leak
Lenovo Pavilion 9189,78.11579877,78.79291053,65.7122825,10.22387236,64.01690263,1133,Memory Leak
Lenovo Vaio 8193,60.72907721,42.03838475,38.86365962,13.56009527,72.67559679,1766,Overheating
Lenovo Pavilion 2326,96.09816276,18.95437632,67.8411844,14.01942295,43.96581522,1108,Overheating
Lenovo Vaio 4530,66.70660949,19.14064098,27.62187582,10.99073589,9.272533945,2997,Power Issue
Lenovo Pavilion 4690,34.49227788,81.74627755,65.29862207,15.49692037,22.15283825,4617,Overheating
Lenovo Satellite 4711,42.24479842,5.317512842,38.6850491,18.81928342,87.92236745,1480,Overheating
Lenovo Aspire 9898,83.75885794,0.457904152,93.99072948,11.1875992,24.53836225,1965,No Problem
Lenovo Inspiron 7448,67.76565468,31.21994679,98.58069239,18.56980942,39.70971823,2640,No Problem
Lenovo ThinkPad 3778,28.55469789,64.39967349,79.83103541,17.02780078,80.53398394,4087,Power Issue
Lenovo Galaxy 5656,82.68818817,9.948947434,88.21414356,15.23447595,42.6838147,1675,Overheating
Lenovo Surface 2085,9.42548596,91.64902987,58.76255244,16.27434399,88.84751799,1239,Disk Failure
Lenovo ZenBook 4452,51.72062641,66.30039972,57.44958946,17.18865745,20.10967956,1144,Memory Leak
Lenovo ZenBook 2052,8.345685482,50.47338045,53.08445899,15.86879931,82.16870569,3326,Memory Leak
Lenovo Inspiron 4896,79.31775441,1.830516901,62.14551444,19.09947049,84.82242492,4108,Overheating
Lenovo Inspiron 6920,39.79861057,43.54336293,84.60365231,15.27593956,84.82832962,4735,Disk Failure
Lenovo ZenBook 5954,68.2579329,40.06294412,40.938909,11.92842361,40.13525994,4936,Disk Failure
Lenovo Surface 1658,82.86872533,63.16337618,67.38121487,18.59364442,47.28296628,4132,Memory Leak
Lenovo ThinkPad 6342,36.77649404,88.39823086,67.607799,13.59375427,6.60872459,1699,Overheating
Lenovo Pavilion 7877,6.083486097,69.05439546,25.65373964,16.40863172,2.811206135,1827,No Problem
Lenovo ZenBook 5668,75.54095528,38.63325624,53.03023339,18.9890013,65.59199863,1138,Overheating
Lenovo Galaxy 8051,50.34192682,93.59874741,46.46570038,14.19589374,3.645329153,3177,Memory Leak
Lenovo Inspiron 9510,26.05620454,94.79287276,36.79678112,10.30938798,99.09091401,4744,Memory Leak
Lenovo MacBook 3123,9.237919617,56.18621703,26.37583751,10.13038868,90.5524241,1107,Disk Failure
Lenovo Satellite 7144,49.83877881,66.52332662,66.42492841,12.94317299,67.44281626,1745,Overheating
Lenovo MacBook 1595,92.82601966,37.99603642,85.56541017,14.77358367,86.20577311,4178,Power Issue
Lenovo Pavilion 4076,26.716751,23.07747788,59.75174441,18.22866681,18.55112772,4031,Disk Failure
Lenovo MacBook 7898,54.19270733,12.71631528,82.29158661,12.34112858,25.0532497,3364,No Problem
Lenovo Galaxy 8193,78.23571658,67.33862495,26.16119389,19.61383244,93.09306683,1742,Memory Leak
Lenovo Pavilion 4046,67.20668248,99.6845667,68.0685386,18.94992826,97.83849087,1550,No Problem
Lenovo Vaio 6798,6.256653657,24.81055266,77.688601,13.92885827,95.26635194,1935,Disk Failure
Lenovo Pavilion 3998,75.42732918,42.89817952,82.166941,10.3393078,23.81603203,4294,Memory Leak
Lenovo Inspiron 2505,94.97338244,16.60713022,81.37960412,12.31202095,11.21238552,2442,Disk Failure
Lenovo Surface 5091,88.11647176,80.61407683,83.46220802,13.20319551,38.46077808,3933,Overheating
Lenovo ThinkPad 8171,42.88206439,3.754270526,76.51183624,18.24908643,43.75509416,4474,No Problem
Lenovo MacBook 2079,30.39813817,91.19910934,42.02834172,15.33569167,24.2177405,4117,Overheating
Lenovo ThinkPad 4587,70.32263388,95.48262596,35.33528187,12.4993115,32.06099014,2273,Memory Leak
Lenovo MacBook 4758,73.76972512,15.87571175,26.71026064,18.26096127,66.12662095,2979,Power Issue
Lenovo Galaxy 2811,60.391843,73.01667015,89.58865443,12.36855159,8.144336776,2494,No Problem
Lenovo Pavilion 7034,76.16989163,8.116532347,42.42538832,10.86743463,95.34188534,3546,No Problem
Lenovo ZenBook 5570,54.91101402,57.91264482,36.96782756,13.38200152,19.78020926,3482,No Problem
Lenovo Galaxy 8902,6.185373578,95.28633688,39.19865465,16.93915798,52.0754832,4488,No Problem
Lenovo Galaxy 8808,55.08341327,12.51084618,94.81234111,15.80325357,73.25427038,3165,Memory Leak
Lenovo Galaxy 1547,28.76274856,0.151758643,40.96996941,14.89111493,97.08904874,2991,Memory Leak
Lenovo Surface 1341,16.28806004,47.70185217,78.97325366,14.18586543,56.17426155,4612,Overheating
Lenovo Galaxy 7939,32.44681615,1.679935666,54.37562507,17.22136859,23.00540653,4537,No Problem
Lenovo Satellite 7153,15.9824464,15.92331963,27.84780196,13.02654867,6.155025923,2843,Power Issue
Lenovo Aspire 2086,82.73413216,83.80428396,91.19855838,12.30293913,71.83552199,1930,Overheating
Lenovo MacBook 3590,86.53096809,90.5786424,55.67485808,15.71525465,20.30752023,3068,Disk Failure
Lenovo Aspire 1964,99.4046781,48.67026784,89.7620895,17.74224379,65.73217149,3750,Disk Failure
Lenovo Pavilion 4201,7.181866234,8.365006426,25.81728928,17.4085284,65.75515542,3405,Memory Leak
Lenovo Satellite 8264,25.38251041,95.39466171,64.04673084,10.21356393,19.97237438,4704,Memory Leak
Lenovo Inspiron 4092,99.82018277,84.46180127,25.94533208,13.03005905,93.79905925,1482,No Problem
Lenovo ZenBook 9095,70.59027916,60.92603749,53.58125308,18.37258035,63.1129271,2236,Overheating
Lenovo Pavilion 6638,39.93361071,53.78368367,71.83613881,13.80850802,24.30545132,4260,Overheating
Lenovo Galaxy 6274,85.75927361,24.26055361,44.31040701,14.7758038,62.43789939,4390,Memory Leak
Lenovo Galaxy 2512,2.649941313,84.13196441,49.47032771,17.36967371,80.49846061,1450,No Problem
Lenovo ThinkPad 7202,93.47741669,98.07115095,21.55007162,11.69950923,67.3906078,3449,Disk Failure
Lenovo Aspire 6318,37.6181509,94.04617239,65.41198731,19.7784137,53.26839473,4679,Overheating
Lenovo Galaxy 4344,83.25626373,55.45007502,83.87088269,12.13039752,88.64384389,2800,No Problem
Lenovo Satellite 5946,55.60635157,98.18629408,91.09882221,18.18502035,15.01296424,1577,Overheating
Lenovo Aspire 1238,18.45537683,89.57097327,76.18890689,12.76479595,25.32473262,4443,Power Issue
Lenovo Aspire 7541,76.27489911,64.0076662,46.18337782,17.33539115,25.75443625,4903,No Problem
Lenovo Pavilion 8573,36.40225221,62.91731787,74.43228064,11.19193777,89.58588024,3754,Disk Failure
Lenovo Inspiron 5759,79.73073094,28.26230583,68.88819642,12.65917672,41.13385439,2242,No Problem
Lenovo Aspire 1383,55.94349405,43.47212281,27.99921055,10.29817457,68.57539564,3974,Overheating
Lenovo Aspire 9622,21.29333996,3.818434965,88.09847523,19.11520465,86.22278122,2814,Power Issue
Lenovo ZenBook 6666,73.54952317,34.34608196,56.64950791,18.43799663,59.38093091,1461,Memory Leak
Lenovo Pavilion 7180,75.9290014,44.3858378,98.20645445,11.25857432,59.72676935,2092,No Problem
Lenovo ThinkPad 4868,52.83664274,45.8261717,83.88066373,13.30483121,43.74223635,1910,Power Issue
Lenovo Vaio 4987,80.25000989,52.26595751,74.52580495,12.29924576,41.35749922,4567,Memory Leak
Lenovo Pavilion 9428,9.30421525,85.97428026,35.45794391,16.80456179,10.31547852,2853,Power Issue
